title,characters,url,Production code,Season №,Episode №,Airdate,U.S. premiere time (ET),Copyright year,U.S. viewers (millions),Running time,Sister episode(s),Writer(s),Storyboard Artist(s),Storyboard,Animation,Creative,Next,Previous,Guest(s),Supervising,Line Producer,Main,Supervising Producer(s),Technical,Animation Supervisor
Hello Bikini Bottom!,"['SpongeBob SquarePants', 'Squidward Tentacles', 'Eugene H. Krabs', 'Patrick Star', 'Colonel Carper', 'Sheldon J. Plankton', 'Mrs. Puff', 'Dwight T. Wad', 'French Narrator', 'Jellyfish', 'Gary the Snail', 'Ned and the Needlefish', 'King Neptune', 'Appraiser and Pawn Shop owner', 'Bert', 'Ernesto Blindfish', 'Incidentals', 'Incidental 34', 'Champ 1', 'Champ 2', 'Incidental 25', 'Joe', 'Incidental 107', 'Putzy', 'Troutenheimer', 'Incidental 49', 'Tom', 'Incidental 42', 'John', 'Incidental 37B', 'Incidental 47', 'Incidental 3', 'Incidental 41', 'Incidental 31', 'Incidental 37A', 'Sandals', 'Incidental 67', 'Incidental 14', 'Incidental 48', 'Incidental 20', 'Incidental 64', 'Harold', 'Incidental 106', 'Frank', 'Harris', 'Incidental 12', 'Incidental 103', 'Incidental 30', 'Incidental 60', 'Incidental 7', 'Incidental 102', 'Incidental 104', 'Incidental 45', 'Incidental 68', 'Incidental 40', 'Dale', 'Mary', 'Incidental 92', 'Frank', 'Incidental 27', 'Incidental 9', 'Musician 3', 'Incidental 88', 'Incidental 89B', 'Mabel', 'Incidental 117', 'Incidental 116', 'Incidental 150', 'Incidental 151', 'Incidental 152', 'Incidental 153', 'Incidental 109', 'Incidental 8', 'Carol', 'Incidental 13', 'Incidental 2', 'Incidental 69', 'Incidental 186', 'Charlie', 'Incidental 15', 'Incidental 30A', 'Old Man Walker', 'Incidental 93', 'Incidental 39', 'Victoria Ellen', 'Incidental F4', 'Incidental 95', 'Incidental 63', 'Billy', 'Incidental 119', 'Lenny', 'Incidental 115', 'Teen 3', 'Incidental F3', 'Incidental 17', 'Incidental 82', 'Incidental G10', 'Billy Fishkins', 'Judge 3', 'Incidental 31', 'Old Man Jenkins', 'Octopus boy']",https://spongebob.fandom.com/wiki/Hello_Bikini_Bottom!,"['268-831', '268-832']",8,178,"October 8, 2012",8:00 pm,2012,2.76,"22 minutes, 3 seconds",,"['Aaron Springer', 'Sean Charmatz', 'Dani Michaeli']",,"['Aaron Springer', 'Sean Charmatz']","['Alan Smart', 'Andrew Overtoom', 'Tom Yasumi']",Vincent Waller,"""Extreme Spots""","""Move It or Lose It""",Andy Samberg as Colonel Carper,,,,Paul Tibbitt,,
Extreme Spots,"['SpongeBob SquarePants', 'Patrick Star', 'The Drastic Radicals', 'Johnny Krill', 'Grand Maul Granny', 'Not Dead Ted', 'British gentleman', 'Mattress', 'Charlie', 'Incidentals', 'Fred', 'Incidental 103', 'Incidental 48', 'Incidental 40', 'Incidental 17', 'Incidental 41', 'Incidental 6', 'Incidental 49', 'Incidental 42', 'Incidental 16', 'Incidental 69', 'Charlie', 'Incidental 9', 'Incidental 47', 'Incidental 105', 'Incidental 37A', 'Incidental 106', 'Incidental 31', 'Incidental 13']",https://spongebob.fandom.com/wiki/Extreme_Spots,325-902,9,179a,"July 21, 2012",8:00 pm,2012,3.65,"11 minutes, 1 second","""Squirrel Record""","['Luke Brookshier', 'Marc Ceccarelli', 'Derek Iversen']",,"['Luke Brookshier', 'Marc Ceccarelli']",Tom Yasumi,Vincent Waller,"""Squirrel Record""","""Hello Bikini Bottom!""","['Johnny Knoxville as Johnny Krill', 'Mark Fite as Not Dead Ted']",,,,Paul Tibbitt,,
Squirrel Record,"['SpongeBob SquarePants', 'Sandy Cheeks', 'Patrick Star', 'Squidward Tentacles', 'Sheldon J. Plankton', 'Gary the Snail', 'Earl Cheeks', ""Sandy's robots"", 'King Neptune', ""Guinness O'Ripley"", 'Sandals']",https://spongebob.fandom.com/wiki/Squirrel_Record,325-901,9,179b,"July 21, 2012",8:15 pm,2012,3.65,"10 minutes, 57 seconds","""Extreme Spots""","['Luke Brookshier', 'Marc Ceccarelli', 'Derek Iversen']",,"['Luke Brookshier', 'Marc Ceccarelli']",Alan Smart,Vincent Waller,"""Patrick-Man!""","""Extreme Spots""",,Alan Smart,,,Paul Tibbitt,,
Patrick-Man!,"['Patrick Star', 'SpongeBob SquarePants', 'Gary the Snail', 'Eugene H. Krabs', 'Squidward Tentacles', 'Mrs. Puff', 'Incidentals', 'Incidental 104', 'Incidental 115', 'Incidental 7', 'Incidental 82', 'Incidental 107', 'Incidental 41', 'Incidental 42', 'Incidental 64', 'Troutenheimer', 'Incidental 48', 'Steven', 'Incidental 30', 'Billy', 'Harris', 'Incidental 21', 'Incidental 40', 'Incidental 8', 'Incidental 92', 'Incidental 106', 'Incidental 45', 'Incidental 27', 'Incidental 105', 'Incidental 104', 'Incidental 37B', 'Incidental 39', 'Margaret SquarePants', 'Harold SquarePants', 'Grandma SquarePants', 'Dirty Bubble', 'Nicholas Withers', 'Mermaid Man', 'Barnacle Boy', 'Man Ray', 'King Neptune']",https://spongebob.fandom.com/wiki/Patrick-Man!,325-907,9,180a,"October 27, 2012",9:15 am,2012,3.78,"10 minutes, 55 seconds","""Gary's New Toy""","['Casey Alexander', 'Zeus Cervas', 'Derek Iversen']",,"['Casey Alexander', 'Zeus Cervas']",Alan Smart,Vincent Waller,"""Gary's New Toy""","""Squirrel Record""","['Ernest Borgnine as Mermaid Man', 'Tim Conway as Barnacle Boy', 'Bob Joles as Man Ray, Melvin, and Fish #105']",,,,Paul Tibbitt,,
Gary's New Toy,"['SpongeBob SquarePants', ""SpongeBob's alarm clock"", 'Gary the Snail', 'Patrick Star', 'Squidward Tentacles', 'Nematode', 'Incidentals', 'Harris', 'Incidental 27', 'Incidental 48', 'Margaret SquarePants', 'Sheldon J. Plankton', 'Fire fish']",https://spongebob.fandom.com/wiki/Gary%27s_New_Toy,325-906,9,180b,"October 14, 2012",7:34 pm,2012,2.28,"10 minutes, 50 seconds","""Patrick-Man!""","['Marc Ceccarelli', 'Derek Iversen']",,Marc Ceccarelli,Tom Yasumi,Vincent Waller,"""License to Milkshake""","""Patrick-Man!""",,,,,Paul Tibbitt,,
License to Milkshake,"['SpongeBob SquarePants', 'Squidward Tentacles', 'Eugene H. Krabs', 'Captain Frostymug', 'Incidentals', 'Incidental 40', 'Incidental 41', 'Incidental 48', 'Incidental 105', 'Incidental 42', 'Troutenheimer', 'Incidental 14', 'Incidental 106', 'Incidental 64', 'Dale', 'Incidental 104', 'Incidental 92', 'Sandals', 'Incidental 60', 'Incidental 45', 'Incidental 31', 'Incidental 46', 'Incidental 27', 'Incidental 107', 'Harris', 'Incidental 47', 'Milkshake Academy cadets', 'King Neptune']",https://spongebob.fandom.com/wiki/License_to_Milkshake,325-915,9,181a,"September 7, 2012",5:00 pm,2012,3.13,11 minutes,"""Squid Baby""","['Casey Alexander', 'Zeus Cervas', 'Doug Lawrence']","['Casey Alexander', 'Zeus Cervas']","['Casey Alexander', 'Zeus Cervas']",Tom Yasumi,Vincent Waller,"""Squid Baby""","""Gary's New Toy""","['Michael McKean as Captain Frostymug', 'Mark Fite as Scoop, and Fish #1']",,,,Paul Tibbitt,,
Squid Baby,"['SpongeBob SquarePants', 'Squidward Tentacles', 'Patrick Star', 'Eugene H. Krabs', 'Gary the Snail', 'King Neptune', 'Trucker', 'Incidentals', 'Incidental 116', 'Incidental 42', 'Incidental 105', 'Fred', 'Incidental 92', 'Incidental 106', 'Incidental 41', 'Incidental 40', 'Incidental 107', 'Incidental 85', 'Incidental 46', 'Incidental 37A', 'Incidental 67', 'Incidental 8', 'Scooter', 'Incidental 49', 'Harold', 'Incidental 48', 'Incidental 69', 'Incidental 104', 'Incidental 64', 'Incidental 31', 'Incidental 7']",https://spongebob.fandom.com/wiki/Squid_Baby,325-905,9,181b,"September 3, 2012",7:30 pm,2012,3.36,11 minutes,"""License to Milkshake""","['Casey Alexander', 'Zeus Cervas', 'Doug Lawrence']",,"['Casey Alexander', 'Zeus Cervas']",Alan Smart,Vincent Waller,"""Little Yellow Book""","""License to Milkshake""",,,,,Paul Tibbitt,,
Little Yellow Book,"['Squidward Tentacles', 'SpongeBob SquarePants', 'Eugene H. Krabs', 'Patrick Star', 'Hotline', 'Gary the Snail', 'Mrs. Tentacles', 'Taxi driver', 'King Neptune', 'Quincy', 'Mailman', 'Big dude', 'Incidentals', 'Old Man Walker', 'Incidental 46', 'Incidental 24', 'Incidental 14', 'Incidental 105', 'Incidental 45', 'Incidental 37A', 'Incidental 64', 'Incidental 8', 'Incidental 2', 'Incidental 37B', 'Incidental 36', 'Incidental 63', 'Incidental 41', 'Incidental 151', 'Incidental 107', 'Incidental 104', 'John', 'Incidental 31', 'Incidental 48', 'Incidental 47', 'Tom', 'Incidental 9', 'Incidental 7', 'Incidental 40', 'Policeman 2', 'Sandals', 'Incidental 106', 'Dale', 'Fred', 'Incidental 42', 'Incidental 103']",https://spongebob.fandom.com/wiki/Little_Yellow_Book,325-916,9,182a,"March 2, 2013",10:30 am,2012,4.73,"11 minutes, 1 second","""Bumper to Bumper""","['Luke Brookshier', 'Marc Ceccarelli', 'Derek Iversen']",,"['Luke Brookshier', 'Marc Ceccarelli']",Alan Smart,Vincent Waller,"""Bumper to Bumper""","""Squid Baby""",,,,,Paul Tibbitt,,
Bumper to Bumper,"['SpongeBob SquarePants', 'Mrs. Puff', 'Gary the Snail', 'Fancy guy', 'Highway Speed Patrol Officer', 'Incidentals', 'Incidental 107', 'Incidental 64', 'Incidental 41', 'Incidental 48', 'Incidental 106', 'Incidental 8', 'Incidental 49', 'Incidental 105', 'Incidental 92']",https://spongebob.fandom.com/wiki/Bumper_to_Bumper,325-904,9,182b,"November 17, 2012",10:30 am,2012,4.01,"10 minutes, 58 seconds","""Little Yellow Book""","['Casey Alexander', 'Zeus Cervas', 'Doug Lawrence']",,"['Casey Alexander', 'Zeus Cervas']",Alan Smart,Vincent Waller,"""Eek, an Urchin!""","""Little Yellow Book""",,,,,Paul Tibbitt,,
"Eek, an Urchin!","['SpongeBob SquarePants', 'Eugene H. Krabs', 'Squidward Tentacles', 'Sheldon J. Plankton', 'Karen Plankton', ""Plankton's death robot"", 'Sea urchins', 'King Neptune', 'Incidentals', 'Incidental 42', 'Incidental 13', 'Incidental 46', 'Incidental 14', 'Incidental 107', 'Incidental 106', 'Charlie', 'Unknown old fish']","https://spongebob.fandom.com/wiki/Eek,_an_Urchin!",325-921,9,183a,"October 27, 2012",9:00 am,2012,3.78,"10 minutes, 56 seconds","""Squid Defense""","['Luke Brookshier', 'Marc Ceccarelli', 'Doug Lawrence']",,"['Luke Brookshier', 'Marc Ceccarelli']",Alan Smart,Vincent Waller,"""Squid Defense""","""Bumper to Bumper""",,,,,Paul Tibbitt,,
Squid Defense,"['Squidward Tentacles', 'SpongeBob SquarePants', 'Stranger', 'Gary the Snail', 'Sandy Cheeks', 'Incidentals', 'Incidental 104', 'Incidental 118']",https://spongebob.fandom.com/wiki/Squid_Defense,325-911,9,183b,"January 1, 2013",7:00 pm,2012,3.70,"10 minutes, 58 seconds","""Eek, an Urchin!""","['Casey Alexander', 'Zeus Cervas', 'Blake Lemons', 'Derek Iversen']",,"['Casey Alexander', 'Zeus Cervas', 'Blake Lemons']",Tom Yasumi,Vincent Waller,"""Jailbreak!""","""Eek, an Urchin!""",Thomas F. Wilson as Stranger,,,,Paul Tibbitt,,
Jailbreak!,"['Eugene H. Krabs', 'Sheldon J. Plankton', 'French Narrator', 'SpongeBob SquarePants', 'Karen Plankton', 'Incidentals', 'Frank', 'Incidental 30A', 'Incidental 67', 'Incidental 37B', 'Incidental 64', 'Incidental 92', 'Incidental 7', 'Incidental 115', 'Incidental 49', 'Incidental 47', 'Incidental 25', 'Incidental 8', 'Incidental 63', 'Incidental 150', 'Incidental 48', 'Tom', 'Incidental 46', 'Incidental 82', 'Incidental 45', 'Incidental 104', 'Incidental 151', 'Fred', 'Incidental 41', 'Incidental 118', 'Incidental 13', 'Carol', 'Incidental 20', 'Incidental 42', 'Billy', 'Incidental 2', 'Incidental 28', 'Incidental 7', 'Incidental 14', 'Incidental 30', 'Incidental 106', 'Incidental 105', 'Scooter', 'Prison guard 2', '""Prisoner"" incidentals', 'Prisoner B', 'Light blue cellmate', 'Purple cellmate', 'Olive green cellmate', 'Squid cellmate', 'Whale cellmate', 'Clerk', 'Squidward Tentacles']",https://spongebob.fandom.com/wiki/Jailbreak!,325-909,9,184a,"March 16, 2013",10:30 am,2013,3.81,"11 minutes, 1 second","""Evil Spatula""","['Luke Brookshier', 'Marc Ceccarelli', 'Doug Lawrence']",,"['Luke Brookshier', 'Marc Ceccarelli']",Alan Smart,Vincent Waller,"""Evil Spatula""","""Squid Defense""",Mark Fite as Whale cellmate and Guard #1,,,,Paul Tibbitt,,
Evil Spatula,"['SpongeBob SquarePants', 'Sheldon J. Plankton', ""SpongeBob's spatula"", 'Eugene H. Krabs', 'Squidward Tentacles', 'Karen Plankton', 'Majestic Sizzlemaster', 'Gary the Snail', 'Incidentals', 'Incidental 14', 'Incidental 42', 'Incidental 64', 'Fred', 'Incidental 45', 'Incidental 41', 'Incidental 106', 'Incidental 153', 'Tom', 'Incidental 47', 'Incidental 102', 'Incidental 159']",https://spongebob.fandom.com/wiki/Evil_Spatula,325-924,9,184b,"March 9, 2013",10:30 am,2013,4.04,"10 minutes, 59 seconds","""Jailbreak!""","['Casey Alexander', 'Zeus Cervas', 'Blake Lemons', 'Andrew Goodman']",,"['Casey Alexander', 'Zeus Cervas', 'Blake Lemons']","['Alan Smart', 'Tom Yasumi']",Vincent Waller,"""It Came from Goo Lagoon""","""Jailbreak!""",,,,,Paul Tibbitt,,
It Came from Goo Lagoon,"['SpongeBob SquarePants', 'Patrick Star', 'Squidward Tentacles', 'Sandy Cheeks', 'Sheldon J. Plankton', 'Eugene H. Krabs', 'Karen Plankton', 'Realistic Fish Head', 'Perch Perkins', 'Analyzer', 'Incidentals', 'Incidental 34', 'Incidental 41', 'Incidental 48', 'Scooter', 'Incidental 37A', 'Dale', 'Incidental 151', 'Incidental 46', 'Incidental 92', 'Incidental 155', 'Incidental 1D', 'Incidental 49', 'Incidental 36', 'Incidental 64', 'Incidental 106', 'Incidental 103', 'Incidental 150', 'Incidental 107', 'Incidental 68', 'Incidental 40', 'Incidental 81', 'Incidental 17', 'Incidental 8', 'Incidental 47', 'Incidental 28', 'Incidental 27', 'Incidental 2', 'Incidental 12', 'Charlie', 'Incidental 45', 'Incidental 73', 'Incidental F2', 'Incidental 15', 'Incidental F18', 'Incidental 7', 'Incidental 157', 'Incidental 115', 'Incidental 102', 'Incidental 6', 'Incidental 105', 'Incidental 42', 'Baby fish', 'Reg', 'Music School Matron', 'SpongeBlob', 'Bubble giants', 'King Neptune']",https://spongebob.fandom.com/wiki/It_Came_from_Goo_Lagoon,"['325-917', '325-918']",9,185,"February 17, 2014",7:00 pm,2013,4.04,22 minutes,,"['Marc Ceccarelli', 'Luke Brookshier', 'Derek Iversen', 'Doug Lawrence']",,"['Marc Ceccarelli', 'Luke Brookshier']","['Alan Smart', 'Tom Yasumi']",Vincent Waller,"""Safe Deposit Krabs""","""Evil Spatula""",,,,,Paul Tibbitt,,
Safe Deposit Krabs,"['Eugene H. Krabs', 'SpongeBob SquarePants', 'Squidward Tentacles', 'Patrick Star', 'Pearl Krabs', 'Realistic Fish Head', 'Mayor', 'Incidentals', 'Incidental 47', 'Charlie', 'Incidental 105', 'Incidental 40', 'Incidental 60', 'Incidental 48', 'Incidental 63', 'Dale', 'Incidental 73', 'Incidental 151', 'Incidental 2', 'Incidental 64', 'Incidental 67', 'Incidental 152', 'Incidental 107', 'Sandals', 'Scooter', 'Incidental 102', 'Incidental 45', 'Troutenheimer', 'Incidental 9', 'Incidental 37A', 'Incidental 92', 'Incidental 106', 'Incidental 118', 'Incidental 93', 'Incidental 27', 'Incidental 104', 'Incidental 7', 'Incidental 49', 'Incidental 41', 'Incidental 14', 'Penny', 'Mrs. Greenback', 'King Neptune', 'Money dragon', 'Bank manager']",https://spongebob.fandom.com/wiki/Safe_Deposit_Krabs,325-931,9,186a,"May 25, 2013",10:00 am,2013,4.18,11 minutes,"""Plankton's Pet""","['Casey Alexander', 'Zeus Cervas', 'Blake Lemons', 'Derek Iversen']",,"['Casey Alexander', 'Zeus Cervas', 'Blake Lemons']",Alan Smart,Vincent Waller,"""Plankton's Pet""","""It Came from Goo Lagoon""",Mark Fite as Guard #2,,,,Paul Tibbitt,,
Plankton's Pet,"['SpongeBob SquarePants', 'Squidward Tentacles', 'Sheldon J. Plankton', 'Eugene H. Krabs', 'Incidentals', 'Incidental 40', 'Incidental 47', 'Incidental 107', 'Incidental 115', 'Incidental 105', 'Incidental 64', 'Incidental 104', 'Incidental 46', 'Incidental 87', 'Incidental 41', 'Incidental 48', 'Incidental 106', 'Fred', 'Incidental 2', 'Incidental 27', 'Karen Plankton', 'Gary the Snail', 'JK', 'Ugly snail', 'Patrick Star', 'Big clam', 'Spot', 'Sea monkey', 'Sea urchins']",https://spongebob.fandom.com/wiki/Plankton%27s_Pet,325-934,9,186b,"January 19, 2013",10:30 am,2012,4.37,"11 minutes, 1 second","""Safe Deposit Krabs""","['Marc Ceccarelli', 'Luke Brookshier', 'Doug Lawrence']",,"['Marc Ceccarelli', 'Luke Brookshier']","['Alan Smart', 'Tom Yasumi']",Vincent Waller,"""Don't Look Now""","""Safe Deposit Krabs""",,,,,Paul Tibbitt,,
Don't Look Now,"['SpongeBob SquarePants', 'Patrick Star', 'Squidward Tentacles', 'Usher 1', 'Incidentals', 'Teen 1', 'Sandals', 'Incidental 49', 'Incidental 37A', 'Incidental 30A', 'Incidental 8', 'Incidental 104', 'Carol', 'Incidental 47', 'Old Man Walker', 'Incidental 14', 'Incidental 64', 'Incidental 81', 'Incidental 40', 'Incidental 45', 'Incidental 12', 'Incidental 41', 'Fred', 'Incidental 60', 'Incidental 63', 'Incidental 67', 'Dale', 'Incidental 46', 'Incidental 48', 'Incidental 92', 'Harris', 'Incidental 102', 'Incidental K1', 'Incidental 103', 'Incidental 150', 'Teen 15', 'Incidental 106', 'Incidental 107', 'Incidental 119', 'The Fisherman', ""Teen 15's boyfriend"", 'Slasher McGee', 'Jellyfish', 'Shelley', 'Gary the Snail']",https://spongebob.fandom.com/wiki/Don%27t_Look_Now,325-938,9,187a,"October 14, 2013",7:00 pm,2013,3.42,11 minutes,"""Séance Shméance""","['Marc Ceccarelli', 'Luke Brookshier', 'Doug Lawrence']",,"['Marc Ceccarelli', 'Luke Brookshier']",Tom Yasumi,Vincent Waller,"""Séance Shméance""","""Plankton's Pet""",,,,,Paul Tibbitt,,
Séance Shméance,"['Psychic', 'Incidentals', 'Incidental 104', 'Old Man Walker', 'Incidental 48', 'Incidental 41', 'Incidental 40', 'Troutenheimer', 'Incidental 49', 'Harris', 'Incidental 60', 'Incidental 7', 'Incidental 37A', 'Soda ghost', 'Squidward Tentacles', 'SpongeBob SquarePants', 'Old Man Jenkins', 'Gary the Snail', 'Eugene H. Krabs', 'Patrick Star', 'Rusty Rickets', 'Motorcycle ghost', 'Charlie', 'Fat ghost', 'Frank']",https://spongebob.fandom.com/wiki/S%C3%A9ance_Shm%C3%A9ance,325-937,9,187b,"October 14, 2013",7:15 pm,2013,3.42,"10 minutes, 59 seconds","""Don't Look Now""","['Casey Alexander', 'Zeus Cervas', 'Doug Lawrence']",,"['Casey Alexander', 'Zeus Cervas']","['Alan Smart', 'Tom Yasumi']",Vincent Waller,"""Kenny the Cat""","""Don't Look Now""",,,,,Paul Tibbitt,,
Kenny the Cat,"['SpongeBob SquarePants', ""SpongeBob's heart"", 'Kenny the Cat', 'Sandy Cheeks', 'Eugene H. Krabs', 'Patrick Star', 'Squidward Tentacles', 'King Neptune', 'Incidentals', 'Incidental 37B', 'Tom', 'Incidental 118', 'Incidental 48', 'Incidental 47', 'Incidental 8', 'Billy', 'Incidental 67', 'Incidental 60', 'Incidental 49', 'Incidental 64', 'Incidental 68', 'Incidental 63', 'Incidental 69', 'Dale', 'Incidental 105', 'Incidental 41', 'Troutenheimer', 'Incidental 34', 'Incidental 42', 'Incidental 107', 'Incidental 27', 'Scooter', 'Lenny', 'Incidental 104', 'Incidental 106', 'Incidental 37A', 'Incidental 25', 'Incidental 14', 'Incidental 31', 'Incidental 36', 'Incidental 151', 'Old Man Walker', 'Incidental 7', 'Incidental 103', 'Incidental 153', 'Incidental 40', 'Incidental 30', 'Harris', 'Sandals', 'Incidental 9', 'Incidental 152', 'Carol', 'Incidental 16', 'Incidental 102', 'Announcer']",https://spongebob.fandom.com/wiki/Kenny_the_Cat,325-927,9,188a,"March 29, 2014",7:45 pm,2013,4.33,11 minutes,"""Yeti Krabs""","['Casey Alexander', 'Zeus Cervas', 'Blake Lemons', 'Doug Lawrence']",,"['Casey Alexander', 'Zeus Cervas', 'Blake Lemons']",Tom Yasumi,Vincent Waller,"""Yeti Krabs""","""Séance Shméance""",Biz Markie as Kenny the Cat,,,,Paul Tibbitt,,
Yeti Krabs,"['Squidward Tentacles', 'Eugene H. Krabs', 'SpongeBob SquarePants', 'Patrick Star', 'Yeti Krab']",https://spongebob.fandom.com/wiki/Yeti_Krabs,325-940,9,188b,"March 29, 2015",7:00 pm,2013,2.25,"10 minutes, 59 seconds","""Kenny the Cat""","['Casey Alexander', 'Zeus Cervas', 'Doug Lawrence']",,"['Casey Alexander', 'Zeus Cervas']",Alan Smart,Vincent Waller,"""SpongeBob You're Fired""","""Kenny the Cat""",,,,,Paul Tibbitt,,
SpongeBob You're Fired,"['SpongeBob SquarePants', 'Squidward Tentacles', 'Eugene H. Krabs', 'Gary the Snail', 'Patrick Star', 'Sandy Cheeks', ""Patrick's forehead"", '[1]', 'Mister Weiner', 'Pizza Pete', 'Señor Taco', 'Noodleman', 'Weenie goons', 'Davy Jones', 'Incidentals', 'Incidental 27', 'Incidental 45', 'Tom', 'Incidental 64', 'Incidental 92', 'Harris', 'Incidental 107', 'Incidental 14', 'Incidental 37A', 'Old Man Walker', 'Incidental 36', 'Incidental 105', 'Incidental 106', 'Incidental 107', 'Troutenheimer', 'Incidental 41', 'Incidental 68', 'Incidental 49', 'Incidental 31', 'Incidental 46', 'Harold', 'Incidental 60', 'Incidental 69', 'Incidental 67', 'Incidental 42', 'Scooter', 'Incidental 40', 'Incidental 47', 'Incidental 7', 'Incidental 48']",https://spongebob.fandom.com/wiki/SpongeBob_You%27re_Fired,"['325-941', '325-942']",9,189,"November 11, 2013",7:00 pm,2013,5.19,22 minutes,,"['Marc Ceccarelli', 'Luke Brookshier', 'Doug Lawrence']",,"['Marc Ceccarelli', 'Luke Brookshier']","['Alan Smart', 'Tom Yasumi']",Vincent Waller,"""Lost in Bikini Bottom""","""Yeti Krabs""",,,,,Paul Tibbitt,,
Lost in Bikini Bottom,"['Scallop', 'Squidward Tentacles', 'SpongeBob SquarePants', 'Patrick Star', 'Eugene H. Krabs', 'Sandy Cheeks', 'Shelled spider-like creature', 'Sal', 'Incidentals', 'Scooter', 'Charlie', 'Incidental 40', 'Incidental 64', 'Incidental 8', 'Incidental 27', 'Incidental 37B', 'Incidental 41', 'Carol', 'Mabel', 'Incidental 85', 'Incidental 6', 'Incidental 42', 'Old Man Walker']",https://spongebob.fandom.com/wiki/Lost_in_Bikini_Bottom,325-939,9,190a,"July 16, 2015",7:45 pm,2015,2.76,"10 minutes, 48 seconds","""Tutor Sauce""","['Jack Pendarvis', 'Derek Iversen (uncredited)']",Bob Camp,,"['Alan Smart', 'Tom Yasumi']",Vincent Waller,"""Tutor Sauce""","""SpongeBob You're Fired""",,Sherm Cohen,,,,,
Tutor Sauce,"['SpongeBob SquarePants', 'Eugene H. Krabs', 'Incidentals', 'Tom', 'Incidental 41', 'Incidental 48', 'Incidental 40', 'Troutenheimer', 'Incidental 64', 'Steven', 'Incidental 36', 'Incidental 67', 'Incidental 152', 'Incidental 150', 'Incidental 151', 'Incidental 103', 'Incidental 60', 'Incidental 107', 'Incidental 37A', 'Incidental 31', 'Incidental 7', 'Incidental 2', 'Incidental 42', 'Billy', 'Incidental 104', 'Squidward Tentacles', 'Pearl Krabs', 'Patrick Star', 'Jeffrey the Jellyfish', 'Construction fish', 'Gary the Snail', 'Highway Speed Patrol', 'Mrs. Puff']",https://spongebob.fandom.com/wiki/Tutor_Sauce,325-935,9,190b,"July 16, 2015",7:30 pm,2015,2.76,"10 minutes, 46 seconds","""Lost in Bikini Bottom""",Jack Pendarvis,,Fred Osmond,"['Alan Smart', 'Tom Yasumi']",Vincent Waller,"""Squid Plus One""","""Lost in Bikini Bottom""",,Sherm Cohen,,,,,
